Tenure,Gender,Geography,salary_quantiles,balance_quantiles,age_quantiles,CreditScore,NumOfProducts,HasCrCard,Exited
7,Male,Spain,third,first,fourth,652,2,1,0
4,Female,Germany,seventh,third,sixth,635,2,1,0
9,Female,Germany,seventh,fourth,fifth,735,1,0,1
8,Female,Spain,second,first,first,773,2,1,0
0,Male,Germany,first,fifth,fourth,528,1,0,1
9,Female,Spain,seventh,first,first,754,1,1,0
10,Female,Germany,sixth,fourth,first,568,2,1,0
2,Female,Spain,third,sixth,fifth,592,1,1,0
10,Male,Germany,seventh,fourth,first,558,2,1,0
0,Male,Germany,first,sixth,first,677,2,1,1
4,Male,Spain,first,seventh,third,593,1,1,0
8,Male,Germany,sixth,third,third,601,1,1,0
3,Male,Spain,first,first,sixth,506,2,1,0
3,Male,Spain,third,fourth,seventh,513,1,1,0
3,Female,Spain,sixth,sixth,seventh,608,2,1,1
1,Female,Spain,sixth,first,second,487,2,1,0
8,Male,Spain,third,sixth,sixth,808,1,0,0
4,Male,Germany,first,fifth,sixth,637,1,0,1
5,Male,Spain,sixth,first,fourth,802,2,1,0
5,Female,Germany,second,third,fifth,619,1,1,0
6,Female,Spain,seventh,first,second,581,2,1,0
10,Male,Spain,second,first,third,690,2,1,0
4,Male,Spain,first,fourth,seventh,579,1,0,1
3,Female,Spain,fourth,first,first,688,2,1,0
4,Female,Spain,third,fifth,first,599,2,1,1
5,Male,Germany,first,fourth,first,729,1,1,0
6,Male,Germany,fifth,sixth,sixth,712,2,1,0
8,Male,Germany,fourth,sixth,second,565,2,1,0
5,Female,Germany,second,seventh,sixth,665,2,1,1
2,Male,Spain,third,fifth,third,670,2,0,0
9,Female,Germany,sixth,seventh,third,474,1,1,0
5,Male,Germany,third,third,first,660,1,1,0
10,Male,Germany,seventh,sixth,fifth,687,2,1,0
5,Male,Germany,second,third,first,658,2,0,0
5,Female,Germany,seventh,fifth,second,705,1,0,1
4,Male,Spain,second,first,seventh,739,1,1,0
7,Female,Germany,fifth,third,sixth,602,2,0,0
2,Male,Germany,third,sixth,fourth,747,1,1,0
5,Female,Spain,first,sixth,third,671,4,1,1
2,Female,Germany,second,fifth,seventh,640,1,1,0
0,Male,Germany,first,fourth,fourth,581,1,0,1
6,Female,Spain,second,first,sixth,698,1,1,1
6,Female,Germany,third,fourth,fifth,742,1,0,1
2,Male,Spain,sixth,fourth,seventh,735,1,0,0
4,Female,Germany,fourth,third,fourth,644,2,1,1
3,Female,Germany,fourth,fourth,fourth,665,1,1,1
5,Male,Germany,third,third,seventh,529,1,1,0
7,Female,Spain,fifth,first,sixth,803,2,1,0
3,Female,Spain,sixth,first,first,604,2,1,0
5,Female,Germany,fourth,sixth,seventh,655,2,1,0
9,Male,Germany,second,sixth,fourth,698,2,0,0
6,Male,Spain,third,fourth,fifth,766,2,1,0
8,Male,Germany,seventh,third,seventh,537,1,1,0
7,Male,Germany,third,fourth,first,599,1,1,0
4,Female,Spain,fifth,third,seventh,420,1,1,1
8,Male,Germany,sixth,fourth,second,623,1,1,0
7,Female,Spain,first,third,first,632,1,1,0
9,Female,Germany,fifth,fourth,fourth,832,2,1,0
7,Female,Germany,seventh,sixth,sixth,598,1,0,1
1,Male,Germany,fifth,sixth,third,430,2,0,0
6,Male,Germany,first,fifth,first,582,1,1,0
6,Male,Spain,third,third,fourth,578,1,0,1
1,Male,Germany,second,sixth,third,679,2,1,0
8,Male,Spain,third,third,second,493,1,1,0
5,Male,Spain,seventh,first,fifth,688,2,0,0
4,Male,Germany,third,fourth,fifth,769,2,1,0
10,Male,Spain,second,first,sixth,581,2,0,0
9,Female,Germany,first,third,fifth,731,1,0,1
6,Female,Germany,seventh,fourth,fourth,587,1,1,0
4,Female,Germany,seventh,third,third,676,1,1,0
8,Female,Germany,second,seventh,second,850,1,1,0
4,Female,Spain,second,first,sixth,597,2,1,1
5,Male,Spain,second,first,fifth,436,2,1,0
1,Male,Germany,first,fifth,first,660,2,1,0
8,Male,Germany,third,fourth,second,646,1,1,1
5,Female,Spain,third,fifth,second,560,1,1,0
10,Male,Germany,seventh,fifth,sixth,710,1,1,0
9,Male,Germany,fifth,fourth,fourth,619,2,0,0
8,Male,Spain,seventh,seventh,third,657,2,0,1
5,Male,Germany,third,fifth,fourth,470,2,0,0
4,Male,Spain,fourth,third,third,781,1,1,0
8,Male,Germany,sixth,sixth,fifth,600,1,1,1
7,Female,Spain,second,seventh,fourth,697,1,1,0
2,Female,Germany,sixth,third,fifth,692,2,0,0
1,Female,Germany,fourth,fourth,fifth,538,2,0,0
3,Female,Spain,seventh,third,first,679,1,1,0
6,Male,Spain,fourth,fourth,second,720,1,0,0
1,Male,Spain,first,fourth,second,746,1,0,1
7,Female,Spain,first,first,fourth,623,1,1,0
0,Female,Germany,first,fourth,second,588,1,1,1
9,Female,Spain,second,third,third,729,2,1,0
3,Male,Spain,third,first,fourth,543,2,1,0
6,Male,Spain,third,first,fourth,499,2,1,0
2,Male,Germany,sixth,third,first,784,2,1,0
10,Female,Spain,second,third,first,614,1,1,0
3,Female,Spain,fifth,third,third,587,1,1,0
10,Male,Spain,second,first,fifth,593,2,0,0
6,Male,Germany,fourth,third,third,570,1,1,0
3,Male,Spain,sixth,first,sixth,632,2,1,0
4,Male,Germany,sixth,fifth,sixth,591,1,1,0
10,Female,Germany,fifth,fourth,second,646,2,0,0
2,Male,Germany,fourth,fourth,sixth,735,1,1,1
10,Male,Spain,fourth,first,sixth,445,2,0,0
3,Male,Spain,third,first,first,806,2,1,0
2,Female,Spain,fifth,first,second,643,1,0,0
8,Female,Spain,fourth,first,fourth,584,2,0,0
1,Male,Spain,second,first,first,771,2,0,0
5,Female,Spain,third,third,fifth,661,1,1,1
4,Male,Spain,fifth,fourth,sixth,627,1,0,0
4,Male,Germany,third,third,second,625,2,1,0
5,Female,Spain,third,first,fifth,453,3,1,1
0,Female,Germany,fifth,fourth,fourth,778,2,1,1
4,Female,Germany,seventh,sixth,fifth,677,2,1,0
5,Male,Spain,second,third,fourth,662,1,1,0
2,Female,Germany,first,fifth,fifth,554,1,1,1
4,Female,Spain,third,fourth,seventh,838,1,1,0
4,Female,Spain,second,fourth,third,692,1,1,0
1,Male,Spain,fifth,first,second,731,1,1,0
6,Male,Spain,third,fifth,fifth,542,1,1,0
6,Female,Spain,first,first,third,662,2,0,1
5,Male,Germany,seventh,sixth,fourth,770,2,0,0
4,Male,Germany,first,sixth,sixth,647,1,1,0
4,Male,Spain,fifth,fourth,fourth,741,1,1,1
1,Male,Spain,third,first,third,658,2,0,0
10,Female,Germany,seventh,fifth,second,699,2,1,0
9,Female,Germany,fourth,fifth,third,495,1,1,1
8,Female,Spain,fifth,first,seventh,491,2,0,0
5,Female,Spain,sixth,first,second,676,2,0,0
3,Female,Spain,third,fourth,first,746,1,0,0
2,Female,Spain,second,fourth,second,470,2,1,0
3,Male,Spain,sixth,first,first,714,2,0,0
6,Male,Germany,fifth,third,third,664,2,1,0
3,Male,Germany,fifth,fourth,second,697,2,0,0
1,Female,Germany,fourth,fifth,fourth,704,1,1,1
9,Male,Germany,seventh,seventh,second,778,2,1,0
5,Female,Germany,seventh,fourth,fifth,639,1,1,0
8,Male,Spain,fifth,third,fifth,577,1,1,1
8,Male,Germany,first,third,first,506,1,0,0
3,Male,Spain,sixth,seventh,fourth,489,1,1,0
5,Male,Spain,second,fifth,seventh,677,1,1,1
10,Female,Germany,first,fifth,seventh,555,1,0,0
9,Female,Germany,sixth,sixth,fourth,652,1,1,0
5,Female,Germany,third,fourth,second,722,1,1,0
1,Female,Germany,sixth,fourth,fourth,796,1,1,0
8,Female,Germany,second,seventh,fourth,720,1,1,0
2,Male,Spain,second,first,seventh,667,1,1,0
10,Female,Germany,sixth,sixth,third,588,1,1,0
6,Male,Germany,second,third,fourth,850,1,1,0
3,Female,Spain,fourth,first,fourth,635,2,1,0
6,Male,Germany,fourth,seventh,first,664,2,1,0
0,Female,Germany,sixth,fifth,third,558,2,1,0
4,Female,Germany,first,fourth,first,792,1,1,1
8,Female,Germany,fifth,third,sixth,489,1,1,1
8,Male,Spain,fifth,third,seventh,592,2,1,0
6,Male,Germany,fourth,fifth,first,695,1,1,0
4,Male,Spain,fourth,third,second,470,2,1,0
6,Female,Germany,third,fourth,fourth,789,1,1,1
7,Female,Spain,second,fourth,fourth,604,1,1,0
8,Female,Germany,seventh,seventh,third,493,1,0,0
5,Male,Spain,seventh,third,first,739,1,1,0
3,Female,Spain,sixth,fifth,first,560,1,1,0
8,Female,Germany,fourth,sixth,sixth,827,2,1,0
4,Male,Spain,second,fourth,second,663,2,0,0
0,Female,Spain,second,first,sixth,845,1,1,1
5,Male,Spain,fourth,first,first,555,2,0,0
8,Female,Germany,fifth,fifth,sixth,680,1,1,1
0,Female,Germany,fourth,fifth,fourth,638,2,1,0
3,Male,Spain,fourth,first,seventh,640,1,1,0
0,Female,Germany,first,third,sixth,688,1,0,0
8,Male,Germany,third,sixth,second,542,2,0,0
6,Male,Germany,fourth,fourth,third,754,2,0,0
2,Male,Spain,first,first,first,494,2,1,0
7,Male,Germany,fourth,fourth,third,497,2,1,0
0,Female,Germany,fourth,seventh,fourth,751,1,1,0
9,Female,Spain,first,first,first,701,2,1,0
4,Male,Germany,second,sixth,second,525,2,0,0
2,Female,Germany,third,fifth,fifth,666,1,0,1
6,Female,Germany,third,fourth,sixth,646,2,0,0
2,Male,Spain,sixth,first,second,631,2,1,0
7,Male,Spain,first,seventh,first,650,2,1,0
3,Male,Spain,fifth,first,first,850,1,1,0
8,Male,Spain,first,first,fifth,620,2,1,0
5,Female,Spain,fourth,first,fourth,695,2,0,0
1,Male,Germany,sixth,fourth,third,679,1,1,0
6,Male,Spain,fourth,seventh,seventh,670,1,1,0
4,Male,Spain,sixth,fifth,third,613,2,0,0
10,Male,Germany,third,fourth,sixth,745,1,1,0
5,Male,Germany,second,sixth,fourth,739,3,1,1
6,Female,Spain,third,fifth,fifth,629,2,0,0
3,Female,Spain,second,third,fifth,652,2,1,0
8,Female,Germany,seventh,fourth,third,762,1,0,1
1,Female,Spain,fourth,sixth,fourth,639,1,1,0
0,Male,Germany,sixth,fourth,first,709,1,0,0
0,Female,Germany,third,third,sixth,817,1,0,1
2,Female,Germany,seventh,sixth,first,665,1,0,0
0,Male,Germany,sixth,seventh,fourth,646,1,1,0
8,Male,Germany,third,seventh,fourth,473,2,1,0
2,Male,Germany,first,third,fifth,715,2,1,0
9,Female,Germany,second,sixth,sixth,772,1,0,1
7,Female,Germany,fourth,sixth,first,749,3,1,1
5,Male,Spain,fifth,fifth,seventh,675,2,1,0
2,Male,Spain,first,first,first,730,2,1,0
3,Male,Spain,first,fifth,fourth,683,1,0,0
7,Female,Germany,sixth,fourth,sixth,554,1,0,1
9,Male,Germany,fourth,seventh,seventh,689,1,1,0
2,Male,Germany,second,fifth,fourth,796,2,1,0
8,Male,Germany,first,fourth,fourth,498,2,1,0
8,Male,Spain,seventh,first,first,663,1,1,0
2,Female,Germany,fourth,fifth,fifth,498,2,1,0
9,Female,Germany,fifth,sixth,first,738,1,1,1
6,Female,Germany,first,fourth,fourth,587,2,1,0
6,Female,Germany,first,sixth,second,655,1,1,1
3,Male,Germany,sixth,fifth,fourth,647,1,1,1
1,Female,Germany,seventh,third,fourth,776,2,1,0
5,Male,Germany,sixth,fourth,third,688,1,0,1
2,Male,Spain,second,first,first,496,2,1,0
2,Female,Spain,third,seventh,third,717,1,0,0
8,Male,Spain,fifth,fifth,third,535,1,1,0
6,Female,Spain,second,third,sixth,593,1,1,0
7,Male,Spain,sixth,third,fourth,835,1,0,0
2,Female,Germany,fourth,fifth,fourth,590,2,0,0
3,Female,Germany,fifth,fifth,fourth,653,2,1,1
4,Male,Spain,third,third,third,584,2,0,0
2,Male,Spain,seventh,fourth,third,599,1,0,0
8,Male,Germany,seventh,sixth,third,477,2,1,0
7,Male,Spain,second,sixth,third,745,1,1,0
5,Male,Germany,first,third,first,528,2,0,0
3,Female,Spain,third,sixth,seventh,579,1,1,0
5,Male,Germany,second,sixth,sixth,595,2,1,1
2,Female,Germany,sixth,seventh,first,596,1,1,0
2,Female,Germany,second,sixth,fifth,431,1,1,1
8,Female,Spain,fifth,fourth,first,647,1,1,1
3,Female,Germany,third,fourth,sixth,752,2,0,0
9,Female,Germany,second,sixth,fifth,710,2,1,1
4,Male,Germany,seventh,sixth,first,638,1,1,1
2,Male,Germany,second,seventh,first,660,2,1,0
4,Female,Spain,seventh,third,sixth,609,1,1,0
0,Female,Spain,sixth,third,sixth,596,1,1,1
5,Male,Germany,first,fourth,seventh,727,1,1,1
0,Female,Spain,second,first,fifth,700,2,1,0
5,Female,Spain,fifth,seventh,third,458,1,1,0
6,Male,Spain,fifth,fifth,second,699,1,0,0
9,Female,Germany,fourth,fifth,fifth,615,2,0,0
4,Male,Germany,fourth,fifth,sixth,850,1,0,1
0,Male,Spain,fourth,first,third,668,1,0,0
10,Female,Spain,second,first,fourth,594,2,1,0
0,Male,Germany,fifth,seventh,fifth,701,1,0,0
1,Male,Spain,sixth,fifth,third,664,1,0,0
5,Male,Spain,sixth,sixth,seventh,703,1,1,0
6,Female,Germany,second,fourth,first,682,1,0,1
3,Male,Germany,fourth,third,sixth,553,1,1,1
5,Female,Spain,sixth,first,seventh,608,2,0,0
8,Male,Spain,first,first,fifth,548,1,1,0
3,Male,Germany,fourth,fifth,seventh,794,1,1,1
7,Female,Germany,first,sixth,seventh,497,1,1,0
1,Female,Spain,fourth,first,third,555,2,1,0
6,Male,Germany,sixth,sixth,fourth,609,2,0,0
6,Female,Spain,fourth,third,fourth,734,2,0,0
7,Female,Germany,seventh,third,fourth,718,2,1,0
5,Female,Spain,seventh,fourth,sixth,645,3,0,1
6,Female,Spain,sixth,first,first,598,2,1,0
4,Male,Germany,first,fifth,sixth,628,1,0,1
2,Male,Germany,third,fifth,fourth,629,2,1,1
1,Male,Germany,sixth,fourth,seventh,739,1,0,1
1,Male,Spain,third,first,fourth,783,3,1,1
4,Male,Germany,first,seventh,fifth,560,1,0,0
1,Male,Spain,seventh,first,second,646,2,1,0
9,Male,Germany,third,third,fifth,654,2,0,0
9,Male,Germany,fifth,sixth,second,687,2,1,0
3,Male,Germany,sixth,seventh,second,708,2,1,0
0,Female,Germany,sixth,third,second,679,1,0,0
3,Female,Spain,fourth,first,third,653,2,0,0
5,Male,Germany,second,fourth,fourth,620,2,1,0
7,Male,Spain,fifth,fifth,first,570,1,1,0
4,Male,Spain,sixth,first,fourth,530,2,1,0
5,Female,Germany,fifth,fifth,first,813,1,0,0
9,Female,Spain,fifth,seventh,fourth,704,1,1,0
2,Male,Germany,first,third,second,565,2,1,0
4,Male,Spain,sixth,first,sixth,645,1,0,1
6,Female,Germany,first,sixth,second,526,2,1,0
6,Female,Germany,fifth,fourth,seventh,642,2,1,1
8,Male,Germany,first,sixth,third,710,2,0,0
9,Female,Germany,seventh,third,second,670,2,0,0
5,Female,Germany,fifth,third,first,723,1,1,0
6,Male,Germany,fifth,fifth,sixth,549,1,1,0
2,Male,Spain,fifth,seventh,fourth,595,1,1,0
3,Female,Germany,fourth,fourth,first,673,2,1,0
5,Female,Germany,seventh,third,fifth,508,2,1,0
2,Male,Germany,first,fourth,seventh,662,1,1,1
2,Male,Spain,third,first,second,575,2,1,0
1,Female,Spain,fifth,third,fourth,591,1,0,1
9,Female,Spain,sixth,seventh,sixth,643,2,1,0
8,Male,Germany,fifth,seventh,seventh,698,2,1,0
4,Male,Germany,third,fourth,sixth,603,2,1,0
1,Male,Spain,fourth,first,fourth,655,1,1,0
2,Male,Spain,seventh,third,sixth,581,2,0,0
5,Male,Germany,sixth,fifth,sixth,553,1,1,1
2,Male,Germany,fourth,sixth,fifth,686,1,1,0
6,Male,Spain,fourth,first,third,539,3,1,0
7,Female,Spain,first,first,fourth,763,2,1,0
3,Male,Germany,fourth,seventh,fifth,634,1,1,0
5,Male,Spain,third,first,fifth,566,2,1,0
6,Male,Germany,third,third,first,714,1,1,0
1,Female,Spain,fourth,first,seventh,580,2,0,0
6,Female,Germany,second,sixth,third,646,2,1,0
9,Female,Germany,sixth,fourth,sixth,622,1,1,1
1,Female,Spain,fourth,first,sixth,581,2,1,0
3,Male,Germany,third,fourth,sixth,728,2,1,1
4,Female,Spain,fifth,sixth,second,707,1,0,0
1,Male,Germany,sixth,fifth,fifth,483,1,0,1
9,Female,Germany,fifth,third,first,736,2,1,0
5,Male,Germany,first,fifth,seventh,716,1,0,1
5,Male,Spain,second,first,first,649,2,1,0
10,Male,Spain,second,first,fourth,657,2,1,0
9,Male,Spain,fifth,fifth,seventh,748,2,0,0
5,Male,Germany,first,fourth,fifth,554,1,0,0
5,Female,Spain,third,first,first,794,2,0,0
3,Female,Spain,seventh,fifth,second,652,1,1,0
0,Female,Germany,second,third,seventh,597,1,0,0
5,Female,Germany,second,fifth,fourth,657,1,0,1
7,Male,Germany,third,fifth,sixth,663,3,1,1
8,Female,Spain,fifth,third,first,748,1,0,0
4,Male,Germany,fifth,third,fourth,649,1,0,0
2,Male,Spain,third,fifth,first,551,1,1,1
7,Male,Spain,seventh,third,fourth,685,1,1,0
3,Male,Spain,fourth,fifth,fourth,711,1,0,0
8,Male,Spain,third,first,first,761,2,1,0
7,Male,Germany,fourth,sixth,first,566,2,1,0
9,Male,Spain,sixth,first,first,620,2,0,0
6,Male,Germany,fifth,third,fourth,837,2,1,0
8,Male,Spain,third,first,fourth,834,2,1,0
8,Male,Spain,second,first,fourth,706,2,0,0
8,Female,Germany,sixth,sixth,second,644,1,1,1
7,Female,Germany,sixth,third,seventh,496,2,1,1
0,Male,Germany,fourth,third,fourth,730,2,0,0
3,Male,Spain,fifth,seventh,fourth,696,1,1,0
8,Male,Spain,second,first,seventh,809,2,0,0
7,Female,Spain,fourth,fifth,second,701,1,1,0
5,Male,Germany,seventh,fifth,sixth,545,1,1,1
8,Female,Germany,third,sixth,first,634,2,0,0
4,Female,Spain,fifth,first,fifth,530,2,0,0
3,Male,Spain,sixth,fourth,sixth,835,1,1,0
9,Male,Spain,first,first,seventh,514,2,1,0
4,Male,Germany,third,fifth,second,694,1,1,0
4,Male,Spain,second,first,sixth,554,2,0,0
1,Female,Germany,first,seventh,seventh,720,4,0,1
2,Female,Germany,first,fifth,sixth,641,4,1,1
3,Female,Germany,fourth,fourth,second,715,2,1,0
2,Male,Spain,fifth,seventh,second,620,2,1,0
6,Female,Germany,seventh,fourth,sixth,772,1,1,1
0,Male,Germany,second,sixth,fifth,680,2,1,0
10,Male,Germany,third,fourth,seventh,762,3,1,1
5,Male,Germany,fifth,sixth,fourth,662,2,1,0
8,Female,Germany,third,fifth,fifth,463,2,1,0
4,Male,Germany,fifth,fourth,first,501,2,1,0
6,Female,Spain,fourth,first,fifth,603,1,1,0
7,Male,Spain,fourth,sixth,fourth,688,2,1,0
6,Male,Germany,third,fifth,sixth,632,1,1,1
4,Female,Spain,seventh,fourth,fifth,601,1,1,0
6,Female,Spain,fifth,first,second,469,1,1,1
2,Male,Spain,second,seventh,first,479,1,1,0
5,Male,Spain,first,seventh,fourth,738,1,0,0
1,Male,Spain,fifth,first,second,635,2,1,0
5,Female,Spain,first,first,third,687,1,1,0
2,Male,Spain,seventh,fifth,first,720,1,1,0
4,Male,Spain,third,first,second,618,2,1,0
9,Male,Germany,sixth,sixth,fifth,803,2,1,0
10,Male,Germany,fourth,fifth,fifth,616,2,1,0
5,Male,Spain,sixth,first,sixth,550,2,1,0
3,Female,Spain,third,fifth,first,655,2,0,0
6,Male,Spain,first,first,second,529,1,1,0
10,Male,Germany,second,sixth,fourth,626,3,1,1
1,Male,Spain,first,first,second,697,2,0,0
4,Female,Germany,fourth,third,second,565,2,0,0
3,Male,Spain,first,first,first,631,2,1,0
1,Male,Spain,first,sixth,sixth,676,2,0,0
4,Female,Spain,third,fifth,sixth,850,1,1,0
0,Male,Spain,seventh,third,second,581,1,0,0
3,Male,Spain,second,first,second,781,2,1,0
1,Male,Spain,seventh,first,sixth,656,2,1,0
2,Female,Germany,second,fourth,fourth,808,1,1,1
5,Male,Spain,fourth,first,second,721,2,0,0
6,Female,Germany,third,seventh,first,778,1,1,1
4,Female,Spain,fourth,fifth,sixth,850,2,1,0
4,Male,Germany,second,fourth,second,759,1,1,0
2,Male,Germany,sixth,sixth,fourth,755,2,0,0
2,Male,Germany,sixth,seventh,fourth,599,2,0,0
4,Female,Spain,fourth,first,fourth,583,2,1,0
1,Female,Spain,sixth,third,sixth,764,1,1,1
5,Male,Spain,third,fourth,seventh,730,1,0,0
10,Male,Spain,second,fourth,third,820,1,1,0
7,Female,Spain,fourth,first,first,597,2,1,0
9,Female,Germany,first,sixth,fourth,635,1,0,0
4,Female,Spain,second,first,seventh,673,2,1,0
3,Male,Spain,third,first,second,662,2,0,0
0,Male,Spain,sixth,sixth,fifth,683,1,1,0
6,Male,Spain,seventh,first,first,815,2,0,0
10,Male,Spain,fifth,seventh,third,671,1,1,0
9,Female,Germany,third,fifth,fourth,709,1,1,0
1,Male,Germany,second,fourth,first,702,1,1,0
1,Male,Spain,fifth,first,fourth,691,2,1,0
3,Male,Germany,fourth,fifth,sixth,624,1,1,1
3,Female,Spain,seventh,first,second,571,2,1,0
1,Female,Germany,fourth,fifth,first,666,2,1,0
7,Male,Spain,sixth,first,fifth,628,2,0,0
1,Female,Spain,sixth,fourth,fourth,652,1,0,0
9,Female,Spain,sixth,first,sixth,692,2,1,0
10,Male,Spain,seventh,first,second,675,2,1,0
9,Male,Spain,fourth,first,sixth,712,1,1,1
5,Female,Germany,second,seventh,fourth,639,1,0,0
6,Female,Spain,third,third,first,540,1,0,0
3,Male,Spain,third,first,second,704,2,1,0
3,Male,Germany,third,fourth,sixth,789,1,1,0
8,Male,Germany,fifth,fifth,second,775,1,0,0
7,Male,Germany,third,fourth,fourth,564,1,1,0
7,Female,Germany,fourth,seventh,second,841,2,1,0
0,Male,Spain,fourth,sixth,fourth,850,1,1,0
6,Male,Germany,seventh,seventh,seventh,749,2,1,0
8,Male,Germany,seventh,sixth,second,757,2,1,0
8,Female,Germany,third,fourth,sixth,695,1,0,1
8,Male,Spain,first,third,fifth,587,1,1,0
8,Female,Germany,first,fifth,fifth,605,2,1,0
5,Male,Spain,seventh,first,seventh,850,2,1,0
7,Female,Germany,fifth,sixth,fourth,627,1,1,0
5,Female,Spain,first,seventh,sixth,850,4,1,1
8,Male,Spain,third,seventh,third,850,1,0,0
10,Female,Spain,third,first,fifth,513,2,0,0
3,Female,Germany,second,third,seventh,673,2,1,0
0,Male,Spain,first,first,fifth,741,2,1,1
8,Female,Germany,third,sixth,fourth,754,1,1,0
2,Male,Spain,fourth,first,second,716,2,1,0
10,Male,Germany,seventh,fourth,third,607,2,0,0
4,Male,Spain,second,sixth,first,656,1,1,0
5,Male,Germany,second,fifth,sixth,550,1,1,1
8,Male,Germany,second,fifth,seventh,598,2,0,1
8,Male,Spain,first,first,third,675,2,1,0
5,Male,Spain,fifth,sixth,second,656,1,1,0
9,Male,Germany,sixth,sixth,sixth,644,2,1,0
3,Female,Spain,first,fifth,second,850,1,1,0
0,Male,Spain,third,first,sixth,550,2,0,0
9,Female,Germany,seventh,fourth,sixth,572,1,1,0
2,Female,Germany,sixth,fourth,sixth,626,1,0,1
7,Female,Spain,third,first,seventh,625,1,0,1
1,Male,Spain,third,first,third,612,1,1,1
8,Female,Spain,fourth,fourth,fourth,628,1,1,0
5,Female,Spain,third,first,fifth,529,2,0,0
7,Female,Germany,sixth,seventh,sixth,668,1,1,0
2,Male,Spain,sixth,fourth,first,437,1,1,0
0,Male,Spain,first,first,sixth,792,1,1,1
4,Female,Spain,seventh,first,first,627,1,1,0
5,Male,Germany,first,fifth,third,587,1,1,1
9,Female,Germany,fifth,third,first,589,1,1,1
1,Female,Germany,sixth,sixth,first,543,1,0,0
1,Female,Spain,fifth,first,sixth,589,1,0,1
5,Male,Germany,third,seventh,first,701,2,1,0
8,Female,Germany,fifth,fourth,sixth,726,2,1,1
2,Male,Spain,second,first,sixth,767,1,1,1
8,Male,Spain,fifth,sixth,third,648,2,1,0
8,Female,Spain,fourth,first,third,651,2,1,0
0,Male,Spain,first,first,seventh,793,2,0,0
5,Male,Germany,sixth,fifth,sixth,526,1,0,1
1,Male,Germany,fourth,third,seventh,540,1,0,0
5,Female,Spain,sixth,first,sixth,637,1,0,0
7,Male,Germany,fourth,seventh,second,452,1,1,0
1,Female,Spain,third,first,first,728,1,1,0
8,Female,Germany,first,fifth,first,590,2,1,0
9,Female,Spain,first,sixth,seventh,596,1,1,0
7,Male,Germany,fourth,fourth,third,782,2,1,0
3,Female,Spain,fourth,first,fourth,790,3,0,0
8,Female,Spain,second,sixth,sixth,794,1,1,0
10,Male,Spain,second,third,first,746,1,0,0
8,Female,Germany,fifth,sixth,seventh,667,1,1,1
3,Female,Spain,sixth,third,third,640,1,1,0
0,Female,Germany,first,sixth,fifth,502,1,0,1
4,Female,Germany,fifth,fourth,second,670,2,0,0
2,Male,Germany,fifth,fifth,sixth,775,1,1,0
4,Male,Germany,first,fourth,second,759,1,0,0
7,Female,Germany,first,sixth,seventh,766,1,0,1
4,Female,Spain,second,fourth,fifth,554,1,0,0
2,Female,Germany,third,fifth,fifth,732,2,0,0
1,Male,Germany,third,fourth,sixth,714,1,1,1
4,Female,Germany,fifth,third,second,577,1,1,0
1,Female,Spain,seventh,fifth,fourth,731,1,1,0
5,Female,Spain,seventh,first,first,650,1,1,0
2,Female,Spain,sixth,fifth,sixth,706,2,1,1
3,Male,Spain,fourth,fourth,fifth,733,1,0,0
3,Female,Germany,third,sixth,fifth,579,2,1,0
8,Female,Germany,seventh,fourth,third,476,1,0,1
9,Male,Spain,fourth,first,seventh,538,2,1,1
