,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
3894,595,Spain,Male,37,2,157084.99,1,1,0,134767.13
3895,673,Germany,Female,25,3,108244.82,2,1,1,103573.96
3897,508,Germany,Female,41,5,82161.7,2,1,0,187776.49
3898,662,Germany,Male,59,2,104568.41,1,1,0,8059.44
3901,575,Spain,Male,30,2,0.0,2,1,1,82222.86
3902,591,Spain,Female,40,1,86376.29,1,0,1,136767.16
3903,643,Spain,Female,45,9,150840.03,2,1,0,155516.35
3904,698,Germany,Male,55,8,155059.1,2,1,1,144584.29
3907,603,Germany,Male,46,4,98899.76,2,1,1,86190.34
3908,655,Spain,Male,37,1,0.0,1,1,1,106040.97
3912,581,Spain,Male,46,2,79385.21,2,0,0,188492.82
3913,553,Germany,Male,53,5,127997.83,1,1,0,165378.66
3915,686,Germany,Male,43,2,134896.03,1,1,1,97847.05
3916,539,Spain,Male,36,6,0.0,3,1,1,118959.64
3919,763,Spain,Female,39,7,0.0,2,1,0,19458.75
3920,634,Germany,Male,43,3,212696.32,1,1,0,115268.86
3925,566,Spain,Male,44,5,0.0,2,1,0,66462.79
3926,714,Germany,Male,29,6,92887.13,1,1,1,69578.49
3927,580,Spain,Female,65,1,0.0,2,0,1,103182.46
3929,646,Germany,Female,36,6,144773.29,2,1,0,53217.3
3930,622,Germany,Female,52,9,111973.97,1,1,1,162756.29
3934,581,Spain,Female,46,1,0.0,2,1,0,104272.04
3935,728,Germany,Male,45,3,108924.33,2,1,0,84300.4
3936,707,Spain,Female,32,4,132835.56,1,0,0,136877.24
3938,483,Germany,Male,41,1,118334.44,1,0,0,163147.99
3939,736,Germany,Female,25,9,81732.88,2,1,0,136497.28
3940,716,Germany,Male,66,5,121411.9,1,0,0,10070.4
3942,649,Spain,Male,20,5,0.0,2,1,1,58309.54
3945,657,Spain,Male,40,10,0.0,2,1,1,52990.7
3948,748,Spain,Male,58,9,122330.7,2,0,1,124429.19
3949,554,Germany,Male,43,5,99906.89,1,0,0,24983.39
3950,794,Spain,Female,28,5,0.0,2,0,1,86699.98
3953,652,Spain,Female,33,3,124832.51,1,1,0,195877.06
3956,597,Germany,Female,60,0,78539.84,1,0,1,48502.88
3957,657,Germany,Female,38,5,123770.46,1,0,0,47019.66
3959,663,Germany,Male,49,7,116150.65,3,1,1,84358.71
3965,748,Spain,Female,23,8,85600.08,1,0,0,134077.71
3968,649,Germany,Male,40,4,95001.33,1,0,1,123202.99
3969,551,Spain,Male,27,2,113873.22,1,1,1,85129.77
3971,685,Spain,Male,40,7,74896.92,1,1,0,198694.2
3973,711,Spain,Male,38,3,128718.78,1,0,0,114793.45
3974,761,Spain,Male,27,8,0.0,2,1,0,63297.7
3976,566,Germany,Male,22,7,144954.75,2,1,0,102246.0
3977,620,Spain,Male,21,9,0.0,2,0,0,154882.79
3978,837,Germany,Male,37,6,94001.61,2,1,0,140723.05
3984,834,Spain,Male,38,8,0.0,2,1,1,66485.26
3986,706,Spain,Male,38,8,0.0,2,0,1,46635.11
3988,644,Germany,Female,32,8,141528.88,1,1,1,167087.34
3991,496,Germany,Female,59,7,91680.1,2,1,0,163141.18
3992,730,Germany,Male,38,0,38848.19,2,0,0,94003.11
3993,696,Spain,Male,40,3,153639.11,1,1,1,138351.68
3994,809,Spain,Male,80,8,0.0,2,0,1,34164.05
3995,701,Spain,Female,33,7,123870.07,1,1,0,97794.71
4001,545,Germany,Male,53,5,114421.55,1,1,0,180598.28
4002,634,Germany,Female,29,8,130036.21,2,0,1,69849.55
4004,530,Spain,Female,41,4,0.0,2,0,1,147606.71
4008,835,Spain,Male,45,3,100212.13,1,1,0,152577.62
4010,514,Spain,Male,66,9,0.0,2,1,1,14234.31
4011,694,Germany,Male,33,4,124067.32,1,1,1,77906.87
4012,554,Spain,Male,46,4,0.0,2,0,1,57320.92
4013,720,Germany,Female,57,1,162082.31,4,0,0,27145.73
4014,641,Germany,Female,51,2,117306.69,4,1,1,26912.72
4018,715,Germany,Female,32,3,104857.19,2,1,0,114149.8
4019,620,Spain,Male,31,2,166833.86,2,1,1,135171.6
4021,772,Germany,Female,48,6,108736.52,1,1,0,184564.67
4022,680,Germany,Male,44,0,129974.79,2,1,1,33391.38
4026,762,Germany,Male,56,10,100260.88,3,1,1,77142.42
4027,662,Germany,Male,39,5,139822.11,2,1,1,146219.9
4028,463,Germany,Female,41,8,123151.51,2,1,0,70127.93
4029,501,Germany,Male,27,4,95331.83,2,1,0,132104.76
4030,603,Spain,Female,42,6,0.0,1,1,1,90437.87
4031,688,Spain,Male,37,7,138162.41,2,1,1,113926.31
4033,632,Germany,Male,48,6,126066.26,1,1,0,64345.61
4034,601,Spain,Female,42,4,96763.89,1,1,1,199242.65
4038,469,Spain,Female,31,6,0.0,1,1,0,146213.75
4039,479,Spain,Male,27,2,172463.45,1,1,1,40315.27
4042,738,Spain,Male,38,5,177997.07,1,0,1,19233.41
4043,635,Spain,Male,31,1,0.0,2,1,0,135382.23
4045,687,Spain,Female,36,5,0.0,1,1,0,17696.22
4047,720,Spain,Male,21,2,123200.78,1,1,1,180712.28
4049,618,Spain,Male,33,4,0.0,2,1,1,77550.18
4050,803,Germany,Male,41,9,137742.9,2,1,1,166957.82
4052,616,Germany,Male,41,10,113220.2,2,1,1,114072.91
4053,550,Spain,Male,51,5,0.0,2,1,0,153917.41
4056,655,Spain,Female,28,3,113811.85,2,0,1,76844.23
4061,529,Spain,Male,31,6,0.0,1,1,0,10625.91
4064,626,Germany,Male,39,10,132287.92,3,1,1,51467.92
4065,697,Spain,Male,30,1,0.0,2,0,0,735.79
4067,565,Germany,Female,32,4,90322.99,2,0,1,118740.37
4068,631,Spain,Male,23,3,0.0,2,1,0,13813.24
4070,676,Spain,Male,48,1,131659.59,2,0,1,14152.15
4071,850,Spain,Female,54,4,120952.74,1,1,0,66963.15
4073,581,Spain,Male,30,0,53291.86,1,0,0,196582.28
4077,781,Spain,Male,33,3,0.0,2,1,1,42556.33
4078,656,Spain,Male,47,1,0.0,2,1,1,197961.93
4080,808,Germany,Female,37,2,100431.84,1,1,0,35140.49
4081,721,Spain,Male,33,5,0.0,2,0,1,117626.9
4082,778,Germany,Female,29,6,150358.97,1,1,0,62454.01
4083,850,Spain,Female,45,4,114347.85,2,1,1,109089.04
4086,759,Germany,Male,31,4,98899.91,1,1,1,47832.82
4088,755,Germany,Male,40,2,137430.82,2,0,0,176768.59
4091,599,Germany,Male,39,2,188976.89,2,0,1,176142.09
4092,583,Spain,Female,40,4,0.0,2,1,0,114093.73
4093,764,Spain,Female,48,1,75990.97,1,1,0,158323.81
4095,730,Spain,Male,62,5,112181.08,1,0,1,61513.87
4096,820,Spain,Male,34,10,97208.46,1,1,1,59553.34
4097,597,Spain,Female,26,7,0.0,2,1,0,110253.2
4100,635,Germany,Female,37,9,146748.07,1,0,1,11407.58
4101,673,Spain,Female,57,4,0.0,2,1,1,49684.09
4102,662,Spain,Male,33,3,0.0,2,0,1,68064.83
4103,683,Spain,Male,41,0,148863.17,1,1,1,163911.32
4105,815,Spain,Male,28,6,0.0,2,0,1,185547.71
4106,671,Spain,Male,34,10,153360.02,1,1,0,140509.86
4108,709,Germany,Female,39,9,124723.92,1,1,0,73641.86
4109,702,Germany,Male,28,1,103033.83,1,1,1,40321.87
4111,691,Spain,Male,40,1,0.0,2,1,1,145613.17
4114,624,Germany,Male,54,3,116726.22,1,1,0,110498.1
4116,571,Spain,Female,31,3,0.0,2,1,1,194667.92
4120,666,Germany,Female,21,1,121827.43,2,1,1,99818.31
4121,628,Spain,Male,42,7,0.0,2,0,1,172967.87
4123,652,Spain,Female,38,1,103895.31,1,0,1,159649.44
4125,692,Spain,Female,49,9,0.0,2,1,0,178342.63
4126,675,Spain,Male,32,10,0.0,2,1,0,191545.65
4127,712,Spain,Male,52,9,0.0,1,1,1,117977.45
4128,639,Germany,Female,37,5,151242.48,1,0,1,49637.65
4132,540,Spain,Female,28,6,84121.04,1,0,1,80698.54
4133,704,Spain,Male,33,3,0.0,2,1,0,73018.74
4137,789,Germany,Male,51,3,104677.09,1,1,0,74265.38
4138,775,Germany,Male,32,8,121669.23,1,0,1,125898.39
4139,564,Germany,Male,40,7,108407.34,1,1,1,83681.2
4140,841,Germany,Female,33,7,154969.79,2,1,1,99505.75
4141,850,Spain,Male,39,0,141829.67,1,1,1,92748.16
4147,749,Germany,Male,66,6,182532.23,2,1,1,195429.92
4152,757,Germany,Male,31,8,149085.9,2,1,1,197077.36
4153,695,Germany,Female,53,8,95231.91,1,0,0,70140.8
4155,587,Spain,Male,41,8,85109.21,1,1,0,1557.82
4156,605,Germany,Female,43,8,125338.8,2,1,0,23970.13
4157,850,Spain,Male,62,5,0.0,2,1,1,180243.56
4160,627,Germany,Female,37,7,147361.57,1,1,1,133031.96
4166,850,Spain,Female,45,5,174088.3,4,1,0,5669.31
4167,850,Spain,Male,34,8,199229.14,1,0,0,68106.29
4169,513,Spain,Female,42,10,0.0,2,0,1,73151.25
4170,673,Germany,Female,69,3,78833.15,2,1,1,37196.15
4175,741,Spain,Male,43,0,0.0,2,1,1,2920.63
4176,754,Germany,Female,39,8,129401.87,1,1,1,87684.93
4179,716,Spain,Male,33,2,0.0,2,1,1,92916.53
4180,607,Germany,Male,36,10,106702.94,2,0,0,198313.69
4181,656,Spain,Male,26,4,139584.57,1,1,0,36308.93
4182,550,Germany,Male,52,5,121016.23,1,1,1,41730.37
4184,598,Germany,Male,59,8,118210.42,2,0,0,60192.14
4185,675,Spain,Male,35,8,0.0,2,1,0,29062.25
4187,656,Spain,Male,32,5,136963.12,1,1,0,133814.28
4188,644,Germany,Male,47,9,137774.11,2,1,0,151902.78
4190,850,Spain,Female,31,3,121237.65,1,1,1,31022.56
4193,550,Spain,Male,45,0,0.0,2,0,1,70399.71
4194,572,Germany,Female,54,9,97382.53,1,1,1,195771.95
4195,626,Germany,Female,47,2,103108.8,1,0,1,166475.44
4196,625,Spain,Female,57,7,0.0,1,0,0,84106.17
4198,612,Spain,Male,35,1,0.0,1,1,1,83256.26
4199,628,Spain,Female,39,8,107553.33,1,1,0,117523.41
4200,529,Spain,Female,43,5,0.0,2,0,0,79476.63
4201,668,Germany,Female,46,7,161806.09,1,1,1,173052.19
4210,437,Spain,Male,28,2,109161.25,1,1,0,152987.42
4211,792,Spain,Male,47,0,0.0,1,1,1,5557.88
4212,627,Spain,Female,25,4,0.0,1,1,1,194313.93
4217,587,Germany,Male,35,5,121863.61,1,1,1,23481.69
4218,589,Germany,Female,19,9,83495.11,1,1,1,143022.31
4219,543,Germany,Female,25,1,146566.01,1,0,1,161407.48
4220,589,Spain,Female,45,1,0.0,1,0,0,125939.22
4221,701,Germany,Male,23,5,186101.18,2,1,1,76611.33
4223,726,Germany,Female,51,8,107494.86,2,1,0,140937.91
4224,767,Spain,Male,47,2,0.0,1,1,0,48161.18
4225,648,Spain,Male,36,8,146943.38,2,1,1,130041.45
4226,651,Spain,Female,36,8,0.0,2,1,0,91652.43
4241,793,Spain,Male,63,0,0.0,2,0,1,27166.75
4242,526,Germany,Male,50,5,124233.24,1,0,1,159456.87
4244,540,Germany,Male,64,1,91869.69,1,0,1,95421.0
4247,637,Spain,Female,54,5,0.0,1,0,1,150836.98
4252,452,Germany,Male,33,7,153663.27,1,1,0,111868.23
4253,728,Spain,Female,29,1,0.0,1,1,1,83056.22
4254,590,Germany,Female,27,8,123599.49,2,1,0,1676.92
4256,596,Spain,Female,76,9,134208.25,1,1,1,13455.43
4258,782,Germany,Male,35,7,98556.89,2,1,0,117644.36
4259,790,Spain,Female,37,3,0.0,3,0,0,98897.32
4261,794,Spain,Female,46,8,134593.79,1,1,1,46386.37
4263,746,Spain,Male,24,10,68781.82,1,0,1,47997.39
4264,667,Germany,Female,56,8,137464.04,1,1,0,130846.79
4272,640,Spain,Female,34,3,77826.8,1,1,1,168544.85
4274,502,Germany,Female,42,0,132002.7,1,0,1,28204.98
4276,670,Germany,Female,32,4,102954.68,2,0,1,134942.45
4277,775,Germany,Male,51,2,123783.25,1,1,1,134901.57
4278,759,Germany,Male,30,4,101802.67,1,0,0,8693.8
4280,766,Germany,Female,62,7,142724.48,1,0,1,5893.23
4281,554,Spain,Female,41,4,112152.89,1,0,1,36242.19
4284,732,Germany,Female,42,2,118889.66,2,0,0,87422.15
4287,714,Germany,Male,53,1,99141.86,1,1,1,72496.05
4288,577,Germany,Female,31,4,61211.18,1,1,1,145250.43
4289,731,Spain,Female,37,1,128932.4,1,1,1,180712.52
4290,650,Spain,Female,23,5,0.0,1,1,1,180622.43
4292,706,Spain,Female,46,2,127660.46,2,1,0,150156.82
4293,733,Spain,Male,44,3,106070.89,1,0,1,101617.43
4294,579,Germany,Female,42,3,137560.38,2,1,1,85424.34
4295,476,Germany,Female,34,8,111905.43,1,0,1,197221.81
4297,538,Spain,Male,68,9,0.0,2,1,0,110440.5
4300,700,Germany,Female,28,3,99705.69,2,0,0,146723.72
4302,544,Germany,Male,44,2,108895.93,1,0,0,69228.2
4303,573,Spain,Male,56,3,154669.77,1,0,1,115462.27
4304,555,Spain,Male,50,7,128061.0,2,1,1,62375.1
4307,770,Spain,Male,46,9,190678.02,1,1,1,14725.36
4311,727,Spain,Female,52,1,154733.97,1,1,0,80259.67
4313,646,Spain,Male,69,10,115462.44,1,1,0,40421.87
4315,632,Germany,Male,30,1,58668.02,1,1,1,78670.52
4316,850,Spain,Male,44,7,89118.26,1,1,0,104240.77
4318,673,Germany,Female,77,10,76510.52,2,0,1,59595.66
4319,609,Spain,Male,34,7,140694.78,2,1,0,46266.63
4320,701,Germany,Male,36,7,95448.32,2,1,0,189085.07
4323,616,Spain,Female,43,3,120867.18,1,1,0,18761.92
4325,567,Spain,Female,45,1,157320.51,1,1,0,62193.92
4326,714,Spain,Male,27,3,0.0,3,1,1,129130.09
4327,678,Germany,Female,30,1,139676.95,2,0,1,16146.0
4329,748,Spain,Male,60,3,0.0,2,1,1,78194.37
4331,691,Spain,Male,21,3,103000.94,1,1,1,104648.58
4332,507,Germany,Male,31,2,134237.07,1,1,1,166423.66
4333,724,Germany,Male,34,6,118235.7,2,0,0,157137.23
4334,705,Spain,Female,57,3,0.0,2,1,1,34134.14
4335,708,Spain,Female,64,5,0.0,3,0,1,112520.07
4336,580,Germany,Male,38,9,115442.19,2,1,0,128481.5
4338,714,Spain,Male,25,2,0.0,1,1,1,132979.43
4340,577,Spain,Female,44,8,115557.0,1,0,1,127506.76
4341,647,Germany,Female,35,3,166518.63,2,1,0,147930.46
4342,554,Spain,Male,30,6,135370.12,1,1,1,179689.05
4343,549,Germany,Male,54,5,92877.33,1,1,0,2619.64
4345,720,Germany,Male,46,3,97042.6,1,1,1,133516.51
4346,743,Spain,Male,41,7,0.0,1,1,0,163736.09
4347,615,Germany,Male,24,8,108528.07,2,0,0,179488.41
4348,635,Germany,Female,44,2,79064.85,2,0,1,113291.75
4349,686,Spain,Male,45,3,74274.87,3,1,0,64907.48
4350,840,Spain,Female,36,6,0.0,2,1,0,141364.27
4354,558,Spain,Male,45,4,0.0,1,1,0,131807.14
4359,545,Germany,Female,44,2,127536.44,1,1,0,108398.63
4361,781,Germany,Female,48,9,82794.18,1,1,0,124720.68
4362,571,Spain,Female,22,3,108117.1,1,0,1,53328.7
4363,634,Spain,Female,35,10,0.0,1,1,0,82634.41
4364,523,Germany,Male,27,8,61688.61,2,1,0,147059.16
4367,573,Spain,Male,50,0,159304.07,1,0,1,155915.24
4368,648,Germany,Male,33,5,138664.24,1,1,0,29076.27
4373,546,Spain,Female,45,2,0.0,1,0,0,197789.83
4374,688,Germany,Male,41,2,112871.19,2,0,1,65520.74
4375,850,Germany,Male,41,8,60880.68,1,1,0,31825.84
4380,438,Germany,Male,59,7,127197.14,1,1,0,51565.98
4386,783,Germany,Female,42,2,139707.28,1,1,0,2150.22
4387,732,Spain,Female,67,1,0.0,2,1,1,177783.04
4388,553,Spain,Female,39,1,142876.98,2,1,0,44363.42
4393,775,Germany,Female,38,6,179886.41,2,0,0,153122.58
4394,479,Germany,Male,24,6,107637.97,2,0,1,169505.83
4396,721,Germany,Male,68,4,136525.99,1,0,0,175399.14
4397,659,Germany,Male,39,8,52106.33,2,1,1,107964.36
4400,766,Germany,Female,34,6,106434.94,1,0,1,137995.66
4401,845,Spain,Female,38,2,112803.92,1,1,0,179631.85
4402,710,Germany,Female,46,10,120530.34,1,1,0,166586.99
4403,602,Germany,Female,43,2,113641.49,4,1,0,115116.35
4404,604,Spain,Male,43,2,145081.72,1,1,1,23881.62
4405,564,Spain,Female,35,9,0.0,2,1,1,105837.38
4406,637,Germany,Female,27,7,135842.89,1,1,1,101418.05
4409,756,Germany,Male,41,6,149049.92,1,0,1,50422.36
4410,503,Germany,Male,42,9,153279.39,1,1,1,151336.96
4411,657,Spain,Male,42,5,41473.33,1,1,0,112979.6
4413,615,Germany,Male,39,5,113193.51,2,1,1,52166.25
4414,712,Germany,Male,27,8,113174.21,2,1,0,147261.58
4417,608,Spain,Male,27,4,153325.1,1,1,1,199953.33
4418,682,Spain,Female,47,10,134032.01,1,1,0,144290.97
4419,587,Germany,Female,32,3,125445.04,2,1,1,130514.78
4420,714,Germany,Female,35,6,126077.43,2,1,1,53954.24
4421,630,Spain,Female,31,1,0.0,2,1,1,169802.73
4422,648,Germany,Female,28,8,90371.09,1,1,1,146851.73
4424,601,Germany,Female,47,1,142802.02,1,1,1,57553.02
4430,588,Spain,Male,59,4,0.0,2,1,1,27435.41
4431,616,Germany,Female,42,6,117899.95,2,0,0,150266.81
4432,621,Spain,Male,33,4,0.0,2,1,1,40299.23
4434,633,Spain,Female,46,3,0.0,2,1,0,120250.58
4435,698,Germany,Female,64,1,169362.43,1,1,0,84760.32
4438,672,Germany,Male,68,0,126061.51,2,1,1,184936.77
4443,683,Germany,Female,32,0,138171.1,2,1,1,188203.58
4447,666,Germany,Female,50,7,109062.28,1,1,1,140136.1
4448,565,Germany,Female,40,1,89994.71,2,0,1,121084.27
4452,812,Spain,Female,49,8,66079.45,2,0,0,91556.57
4453,809,Germany,Male,33,8,148055.74,1,0,0,199203.21
4455,684,Spain,Female,31,8,0.0,2,1,0,188637.05
4457,713,Germany,Male,47,1,95994.98,1,1,0,197529.23
4459,672,Germany,Female,23,10,110741.56,1,1,0,80778.5
4461,749,Spain,Female,28,3,0.0,1,1,0,3408.7
4462,635,Spain,Female,32,8,0.0,2,1,1,19367.98
4463,850,Germany,Female,70,1,96947.58,3,1,0,62282.99
4465,633,Germany,Male,30,2,109786.82,2,1,1,139712.81
4466,413,Spain,Male,35,2,0.0,2,1,1,60972.84
4469,612,Spain,Male,33,5,69478.57,1,1,0,8973.67
4470,516,Germany,Female,53,1,156674.2,1,1,0,118502.34
4471,826,Spain,Female,56,8,174506.1,2,0,1,161802.82
4472,660,Germany,Female,23,6,166070.48,2,0,0,90494.72
4473,646,Germany,Female,29,4,105957.44,1,1,0,15470.91
4477,679,Germany,Male,52,9,135870.01,2,0,0,54038.62
4483,539,Germany,Female,38,8,105435.74,1,0,0,80575.44
4485,751,Germany,Male,34,9,108513.25,2,1,1,27097.82
4487,696,Germany,Male,31,3,150604.52,1,0,0,5566.6
4490,647,Spain,Female,64,1,91216.0,1,1,1,41800.18
4491,850,Germany,Male,61,3,141784.02,1,1,1,92053.75
4493,825,Spain,Female,32,1,0.0,2,1,1,42935.15
4494,850,Spain,Male,31,6,82613.56,2,1,0,149170.92
4497,713,Spain,Female,47,1,0.0,1,1,0,107825.08
4499,536,Germany,Female,44,4,121898.82,1,0,0,131007.18
4500,771,Germany,Male,32,9,77487.2,1,0,0,33143.04
4502,698,Spain,Male,45,5,164450.94,1,1,0,141970.02
4504,761,Spain,Male,37,7,132730.17,1,1,0,199293.01
4506,597,Spain,Female,66,3,0.0,1,1,1,70532.53
4509,572,Germany,Female,35,1,139979.07,1,1,0,185662.84
4510,611,Germany,Female,43,9,127216.31,2,0,1,17913.25
4515,726,Spain,Male,30,8,134152.29,1,1,1,147822.44
4516,497,Germany,Female,32,8,111537.23,4,1,1,9497.99
4517,750,Spain,Female,39,7,119565.92,1,1,0,87067.73
4518,850,Spain,Female,29,7,0.0,2,1,0,23237.25
4519,617,Spain,Male,38,7,0.0,1,1,1,27239.28
4520,652,Germany,Male,46,10,121063.8,3,1,0,151481.86
4521,560,Spain,Female,27,7,124995.98,1,1,1,114669.79
4522,629,Spain,Male,39,5,0.0,2,0,0,116748.14
4523,660,Germany,Female,52,4,86891.84,1,1,0,90877.76
4525,581,Spain,Male,43,9,78022.61,1,0,1,30662.91
4528,714,Spain,Female,31,6,152926.6,1,1,1,50899.91
4530,697,Germany,Male,43,7,115371.94,2,1,0,64139.1
4532,548,Spain,Male,38,0,178056.54,2,1,0,38434.73
4533,850,Spain,Male,39,6,206014.94,2,0,1,42774.84
4535,727,Germany,Male,37,9,101191.83,1,1,1,34551.35
4537,710,Spain,Female,31,5,0.0,2,1,0,9561.73
4538,710,Spain,Male,33,1,0.0,2,1,0,168313.17
4540,586,Germany,Male,32,1,149814.54,1,1,0,31830.06
4541,617,Spain,Female,36,7,115617.24,1,1,1,71519.4
4543,791,Germany,Female,42,10,113657.41,2,0,1,139946.68
4544,673,Spain,Male,39,8,138160.0,1,1,1,110468.51
4545,477,Germany,Female,36,3,117700.86,1,0,0,74042.0
4547,850,Germany,Male,37,9,122506.38,1,0,1,199693.84
4551,651,Spain,Female,46,4,89743.05,1,1,0,156425.57
4555,688,Spain,Female,35,6,0.0,1,1,0,25488.43
4557,658,Germany,Male,37,3,168735.74,2,0,0,70370.24
4559,528,Germany,Female,62,7,133201.17,1,0,0,168507.68
4560,624,Spain,Female,36,0,0.0,2,1,0,111605.9
4561,562,Germany,Male,31,4,127237.25,2,0,1,143317.42
4562,678,Germany,Male,36,1,117864.85,2,1,0,27619.06
4563,705,Germany,Female,64,3,153469.26,3,0,0,146573.66
4564,650,Germany,Male,23,4,93911.3,2,1,0,69055.45
4565,593,Spain,Female,46,2,76597.79,1,1,1,54453.72
4567,554,Spain,Female,27,4,0.0,2,1,1,135083.73
4568,584,Germany,Male,32,8,40172.91,1,1,1,137439.34
4570,789,Germany,Female,43,9,116644.29,2,1,1,60176.1
4571,598,Germany,Male,20,8,180293.84,2,1,1,29552.7
4572,669,Germany,Female,30,7,139872.81,1,1,0,188795.85
4575,833,Germany,Male,29,1,96462.25,2,0,1,48986.18
4576,697,Spain,Female,40,7,130334.35,2,0,1,116951.1
4577,580,Germany,Male,39,3,119688.81,1,1,0,137041.26
4583,624,Spain,Female,38,8,0.0,2,1,0,95403.41
4595,743,Germany,Male,65,2,131935.51,1,1,1,96399.67
4597,706,Germany,Female,46,4,105214.58,1,1,0,108699.59
4601,642,Germany,Male,30,8,134497.27,1,0,0,43250.54
4602,722,Spain,Female,35,1,120171.58,1,1,0,125240.8
4608,850,Germany,Male,42,8,119839.69,1,0,1,51016.02
4609,581,Spain,Male,34,1,0.0,2,0,1,81175.25
4610,589,Germany,Male,38,8,92219.21,1,1,0,99106.97
4611,555,Germany,Male,48,3,142055.41,2,0,1,79134.78
4621,567,Spain,Male,43,2,115643.58,2,0,0,174606.35
4622,564,Spain,Male,48,5,132876.23,1,1,0,79259.77
4628,650,Spain,Male,32,1,132187.73,2,1,1,178331.36
4629,850,Germany,Male,49,8,98649.55,1,1,0,119174.88
4630,489,Germany,Male,38,2,126444.08,2,1,1,82662.73
4631,659,Germany,Female,30,8,154159.51,1,1,0,40441.1
4633,477,Germany,Male,48,8,129250.0,2,1,1,157937.35
4634,610,Spain,Female,45,3,0.0,1,1,0,38276.84
4636,619,Germany,Female,31,2,56116.3,2,0,0,2181.94
4638,516,Germany,Male,50,7,139675.07,2,1,0,45591.23
4641,485,Germany,Male,34,3,133658.24,1,1,0,70209.83
4642,446,Germany,Male,25,3,136202.78,1,1,0,176743.51
4644,712,Spain,Male,74,5,0.0,2,0,0,151425.82
4646,805,Germany,Female,26,8,42712.87,2,1,1,28861.69
4648,689,Spain,Female,57,4,0.0,2,1,0,136649.8
4649,670,Germany,Male,31,1,142631.54,2,1,1,175894.24
4651,524,Germany,Female,25,7,131402.21,1,0,0,193668.49
4652,734,Spain,Female,39,3,92636.96,2,1,1,125671.29
4654,578,Germany,Female,31,5,102088.68,4,0,0,187866.21
4655,622,Spain,Male,39,9,0.0,2,0,1,100862.36
4658,700,Spain,Male,28,8,159900.38,1,0,0,22698.56
4659,410,Germany,Female,50,2,102278.79,2,1,0,89822.48
4662,652,Spain,Male,58,6,0.0,2,0,1,170025.43
4663,620,Germany,Male,35,0,76989.97,1,1,1,17242.79
4666,850,Germany,Female,39,5,114491.82,1,1,0,99689.48
4667,749,Germany,Male,54,3,144768.94,1,1,0,93336.3
4669,443,Germany,Male,50,3,117206.3,1,1,0,42840.18
4670,637,Germany,Male,41,2,138014.4,2,1,0,140298.24
4671,616,Germany,Female,45,6,128352.59,3,1,1,144000.59
4674,850,Germany,Male,41,1,176958.46,2,0,1,125806.3
4675,703,Germany,Female,38,9,99167.54,1,1,0,65720.92
4676,684,Spain,Female,42,3,103210.27,1,1,0,31002.03
4677,706,Germany,Female,48,10,104478.12,3,0,1,158248.71
4678,580,Spain,Male,61,8,125921.37,1,1,1,94677.83
4679,777,Spain,Female,35,3,0.0,2,1,1,17257.72
4680,676,Germany,Male,48,3,80697.44,1,0,0,101397.86
4685,537,Spain,Male,42,1,190569.23,1,0,1,127154.8
4686,536,Spain,Male,53,2,143923.96,1,1,0,2019.78
4689,771,Spain,Male,45,0,139825.56,1,0,0,170984.97
4690,497,Germany,Male,24,6,111769.14,2,1,0,55859.27
4691,622,Spain,Male,37,4,0.0,2,1,0,4459.5
4692,602,Spain,Male,30,9,113672.18,2,0,0,102135.92
4694,520,Spain,Male,45,7,107023.03,1,1,0,32903.93
4696,631,Spain,Female,41,0,0.0,1,0,0,87959.83
4697,537,Germany,Male,48,4,131834.8,1,1,0,166476.95
4699,844,Spain,Male,56,5,99529.7,1,0,1,157230.06
4700,838,Spain,Male,35,0,0.0,2,0,1,197305.91
4703,692,Spain,Female,44,8,0.0,1,0,1,159069.37
4705,533,Germany,Female,22,10,115743.6,1,0,0,43852.05
4708,530,Spain,Male,44,6,0.0,2,0,0,55893.37
4710,585,Germany,Female,40,3,162261.01,2,1,0,137028.51
4713,837,Germany,Male,35,0,144037.6,1,1,0,145325.32
4715,800,Spain,Male,38,1,0.0,2,1,0,51553.43
4717,627,Germany,Male,38,8,106922.92,2,0,1,84270.09
4719,566,Germany,Female,35,1,123042.0,1,1,0,66245.44
4720,619,Germany,Female,33,3,100488.92,2,0,1,36446.74
4723,621,Spain,Male,42,8,68683.68,1,1,1,74157.71
4724,543,Germany,Male,49,6,59532.18,1,1,0,104253.56
4726,633,Germany,Male,50,7,88302.65,1,1,1,195937.16
4728,501,Germany,Male,40,5,114655.58,1,0,0,126535.92
4730,619,Spain,Female,38,1,0.0,1,1,0,112442.63
4732,638,Germany,Female,53,1,123916.67,1,1,0,16657.68
4742,506,Germany,Male,59,8,119152.1,2,1,1,170679.74
4743,511,Spain,Female,57,8,122950.31,1,1,1,181258.76
4745,768,Germany,Male,49,1,133384.66,1,1,0,102397.22
4747,663,Spain,Male,64,6,0.0,2,0,1,15876.52
4748,537,Germany,Female,37,7,158411.95,4,1,1,117690.58
4749,570,Germany,Male,29,4,122028.65,2,1,1,173792.77
4751,661,Germany,Female,64,8,128751.65,2,1,0,189398.18
4753,454,Spain,Male,40,2,123177.01,1,1,0,148309.98
4757,743,Spain,Female,36,8,92716.96,1,1,1,33693.78
4758,493,Spain,Female,48,7,0.0,2,1,0,48545.1
4759,557,Spain,Male,34,3,0.0,1,0,1,123427.98
